BaroId,CreateDate,Baro_Index,DateTime_T4
A11F4CF7-8888-41B8-8321-E7C0485F6C45,28/10/2016,40.66,03/11/2016
49785CCD-EF8E-4948-83F5-FFB7DD4C31A4,31/10/2016,38.36,04/11/2016
F1E5ED40-B84E-4A9A-9594-817746DB32A6,01/11/2016,54.16,07/11/2016
3920B5C4-3B99-4BC9-A68E-9C1776548EC9,02/11/2016,54.35,08/11/2016
623A4AC0-80AB-4D22-8A0E-35DC2D4A7359,03/11/2016,58.03,09/11/2016
E486ECDA-C988-4088-AA2B-481528CFE728,04/11/2016,68,10/11/2016
8D7DAC3A-97C3-4089-97B1-F8541DD2270A,07/11/2016,66.31,11/11/2016
0233070D-7A89-4711-8788-599557EE27AD,08/11/2016,57.74,14/11/2016
C2D9A4B0-1BC7-4167-B762-19A3610941E6,09/11/2016,72.91,15/11/2016
0F871C75-F6BB-4144-BE5C-DE828B226A8A,10/11/2016,40.44,16/11/2016
740D154E-2E4B-49A5-9C81-14EF7A092738,11/11/2016,53.61,17/11/2016
45AD714B-15F0-47C9-AC6E-BBB3A8507A79,14/11/2016,62.17,18/11/2016
E7C24FAC-7EA3-476C-9AC6-C2C613CE4AF2,15/11/2016,71.36,21/11/2016
FA712845-FB3F-4D7C-BE49-7520DECB394F,16/11/2016,68.06,22/11/2016
29AC5209-8354-43B8-960D-081B217A3067,17/11/2016,59.97,23/11/2016
F7B51AAC-2AFF-4D7B-B72B-0FB0A57C6AA8,18/11/2016,80.31,24/11/2016
E6CF57B0-D155-469E-ACBB-A9F82A1B5B89,21/11/2016,59.94,25/11/2016
92909190-6C58-45B9-9B7B-14E760F73EDB,22/11/2016,47.33,28/11/2016
F90354B9-2E4B-48FC-8933-05DD2EC79219,23/11/2016,57.78,29/11/2016
96A5337B-1006-4D10-B05A-4746CD0C6ED2,24/11/2016,72.95,30/11/2016
2D1C4A6A-8787-4E32-94CC-0809BF48F6C2,25/11/2016,70.49,01/12/2016
26D88689-67FA-4B1B-A2B4-A356827D7750,28/11/2016,64.58,02/12/2016
8787F6F4-331B-428F-8754-BC2CFF91B58C,29/11/2016,45.48,06/12/2016
08FCEA44-23DD-4063-A85C-0340CBFAAF50,30/11/2016,84.2,07/12/2016
1857B1E0-1465-4C2E-9D04-4C3186FF6AFB,01/12/2016,78.08,08/12/2016
00A82D28-E630-4886-95DF-A4352D0E51F9,02/12/2016,75.71,09/12/2016
8EE58543-6709-4011-9934-6CDE0670569E,06/12/2016,75.62,13/12/2016
BC879A5B-09F6-433C-97E6-C3DAA3EC53E0,07/12/2016,77.03,14/12/2016
ADD23BE6-5EF9-4A4A-B491-09552E13CE95,08/12/2016,53.45,15/12/2016
02861D5D-4754-467C-9D48-0DB1EA7A79D2,09/12/2016,80.69,16/12/2016
0BDD562A-C59C-4778-8924-330BD62EBE9F,13/12/2016,53.6,19/12/2016
08E6EAA5-CCDF-49DE-87F2-6BC99CFA22EF,14/12/2016,56.41,20/12/2016
1AD2F5B9-7DF8-4FF0-8CB3-8194D76718F5,15/12/2016,49.58,21/12/2016
65431399-DBE8-4C1C-9681-0A95449317F3,16/12/2016,78.97,22/12/2016
507FB08E-498D-457C-ADAF-A978B144CD93,19/12/2016,63.29,23/12/2016
20D0910F-C1A7-48B7-86E7-0381F6BA80B0,20/12/2016,51.38,26/12/2016
BFBB974B-95DF-424A-BF70-00488A5D4747,21/12/2016,66.12,27/12/2016
A3ED2BDD-0F00-44BC-9556-934A5A675DB1,22/12/2016,71.14,28/12/2016
8C29FB40-B9DF-4233-9215-FC0E6A3ADE22,23/12/2016,53.14,29/12/2016
CC46E28E-A1CD-4F80-8421-A0B4F78440BA,26/12/2016,81.85,30/12/2016
AABD8E74-4878-4F3C-8355-C1815A9E30B4,27/12/2016,70.44,04/01/2017
143FC681-C6C2-41AB-918A-FB2C2CCD7359,28/12/2016,66.87,05/01/2017
4ACC37EE-6259-4F66-B900-35680F08F657,29/12/2016,61.22,06/01/2017
11306EB0-C6A6-4A80-9E01-8C06E9F0F152,30/12/2016,78.29,09/01/2017
49F6398E-92F6-4F19-AB16-9C227C95AB36,04/01/2017,69.2,10/01/2017
EBE03099-3B17-4B7C-9FD7-EB16EDEB066E,05/01/2017,57.05,11/01/2017
6EE42E2B-3A5A-4334-90C9-2BB8BD80FAC3,06/01/2017,40.75,12/01/2017
AA4BA282-E3A8-41C4-BBAF-C93DC4F396D0,09/01/2017,30.97,13/01/2017
639DE8D9-4A46-4E39-91B3-C22CC0654D57,10/01/2017,46.44,16/01/2017
0217A3C9-FBF5-4C32-AA84-ABA24DB294B2,11/01/2017,59.61,17/01/2017
833B2098-7AB5-47A6-B57E-32DB78AE430C,12/01/2017,50.51,18/01/2017
EE0AA07A-E3D0-45E2-83B6-5962C3C76EA5,13/01/2017,22.43,19/01/2017
1CB7921A-5DA5-4897-87C8-7CE0C35380E8,16/01/2017,34.64,20/01/2017
7D74605E-2F87-4614-96F8-39153FE82AE5,17/01/2017,48.13,23/01/2017
B0A7BB95-7D04-46CA-A77B-18750C585D39,18/01/2017,48.76,24/01/2017
F30BB69E-BDDE-4105-9552-83B23223CDC4,19/01/2017,52.64,25/01/2017
5D1CC400-8711-48BB-B797-B9F272045DAF,20/01/2017,63.1,26/01/2017
50AB41D5-155B-412B-B074-16D2C9C28C97,23/01/2017,72.47,27/01/2017
BAB0CE5D-5CCE-43DA-85B1-F814B70D1920,24/01/2017,52.13,30/01/2017
D675CE17-C0BF-418E-869F-DEA49E536BE2,25/01/2017,59.87,31/01/2017
286494BE-7066-435C-B885-F8BA23459557,26/01/2017,46.13,01/02/2017
97A0E940-660B-4672-A694-3FA46DF519EA,27/01/2017,72.24,02/02/2017
59CFFAED-8442-4CCB-A0D2-0AC49FDA5231,30/01/2017,38.42,03/02/2017
31669274-2EB1-471C-B4E9-7688328E0D68,31/01/2017,69.97,06/02/2017
5A660934-9750-41F7-B104-290F9FF61C0A,01/02/2017,71.27,07/02/2017
B4D73581-D53E-4790-B2E2-92BE99547856,02/02/2017,53.95,08/02/2017
ED0E38AD-924B-429F-A4D0-E7DAB4841B32,03/02/2017,57.77,09/02/2017
FD7D945C-5E81-4E04-B9D9-13FE10DBC37F,06/02/2017,56.85,10/02/2017
D498A628-488D-4FAD-8E73-AEB21A4585C4,07/02/2017,58.28,14/02/2017
72AFD728-956F-4AF2-AA6D-4B5A0B42F72A,08/02/2017,58.77,15/02/2017
3D1D84AD-F196-4503-ACC3-2FC6507BC84E,09/02/2017,57.37,16/02/2017
8C2E1715-3A30-460A-97E8-476AC7333560,10/02/2017,77.08,17/02/2017
42AD2CED-3C2B-41B1-9736-4D8C6E312C95,14/02/2017,59.55,20/02/2017
592A8E04-00E0-48A1-8B02-A17A9AA4C7EC,15/02/2017,65.04,21/02/2017
6EA4A24E-A455-4535-A7C7-6A5870B71ADF,16/02/2017,59.48,22/02/2017
BD11F967-DAF1-497E-B2BE-915FBBBD1EFE,17/02/2017,62.01,23/02/2017
2721FEBB-4F41-4D63-A92F-F315A61EAE0E,20/02/2017,68.36,24/02/2017
96CE92FE-5D07-4D6A-94F2-38A7E51E8FFE,21/02/2017,55.7,27/02/2017
F6DDD229-80C8-41A9-BBDE-BB80134E3B99,22/02/2017,75.34,28/02/2017
65002253-66C3-49EC-B83C-770E9292BD22,23/02/2017,49.3,01/03/2017
2535A941-AC72-4A1C-84AD-1C11F7F5B3AC,24/02/2017,57.06,02/03/2017
CEFD2C1D-C84A-4298-B0FC-1FD41B7A2849,27/02/2017,56.77,03/03/2017
EAA7ED8D-9E48-4CDC-8B34-D3BC5BF622E9,28/02/2017,37.53,06/03/2017
6A59BEEF-3F6D-4A16-815B-3DBC273571B4,01/03/2017,30.65,07/03/2017
6D0A3B03-7A96-46AB-8804-74EAD6F17D67,02/03/2017,76.49,08/03/2017
562D8215-2EE5-406D-A19C-8C6C405F7EDF,03/03/2017,51.7,09/03/2017
499089E7-1F9D-49D9-AEC3-97C094409F32,06/03/2017,64.75,10/03/2017
D3DB0832-C7A7-431A-8ECB-FE49D4F0D06A,07/03/2017,62.37,13/03/2017
EC79254A-4600-4ADB-A62E-A5072A00EC65,08/03/2017,43.4,14/03/2017
7B7ABF0F-A657-4CDE-88D0-A7664AB24FD6,09/03/2017,49.59,15/03/2017
81C13075-67D0-4D57-896F-5341B9322424,10/03/2017,67.73,16/03/2017
84294180-D157-41B5-B661-C10089F356DD,13/03/2017,47.32,17/03/2017
ADF126BA-C784-43F4-AEDC-C368CB8B5CA5,14/03/2017,50.88,20/03/2017
273E4985-F9EF-42A6-86BE-35D538DDD5A2,15/03/2017,54.55,21/03/2017
E38D0B63-D283-4A12-A982-5A26780CE74C,16/03/2017,52.18,22/03/2017
8342CF51-9418-4FC8-974C-B29CE43CE3F6,17/03/2017,56.31,23/03/2017
A58A9E5F-C7B0-4F84-AB56-99E6B166BC74,20/03/2017,72.2,24/03/2017
C5CB4A45-4864-4528-B9CE-2CC8C672F25C,21/03/2017,51.81,27/03/2017
2AB8F27C-A6E4-4E4D-9F39-0FE34ED9C5FC,22/03/2017,38.19,28/03/2017
03215AE4-ADAC-43D0-A45F-424422FAA8D9,23/03/2017,52.76,29/03/2017
FC771A10-5DB8-44C4-812B-A88641898B5C,24/03/2017,53.3,30/03/2017
8D913C14-9AD8-4AAB-AC8C-ED39DE336C45,27/03/2017,36.41,31/03/2017
53E812E5-E8FA-4945-9CB5-00DF4F6FFCB2,28/03/2017,70.37,03/04/2017
4631F61C-5A7D-4CF1-AA9B-B41687B88B73,29/03/2017,62.16,04/04/2017
A36FCD08-D35C-4D9D-9D05-E1658401A83A,30/03/2017,61.41,05/04/2017
51928C0F-AC9D-46D4-8505-8685B0EF0AF7,31/03/2017,64.4,07/04/2017
09E07AC3-ECF9-4133-BB97-60334508D4B6,03/04/2017,42.76,10/04/2017
4E5224AD-A79D-4D6F-A088-66FC98F6F760,04/04/2017,39.39,11/04/2017
6FE7E414-1303-4E91-A143-DA99CABC1D13,05/04/2017,69.38,12/04/2017
93927E57-1A23-455D-A330-F409749D5DA1,07/04/2017,52.85,17/04/2017
9137AB48-46F4-4B23-B322-1F5C73CC7C86,10/04/2017,25.43,18/04/2017
FD201846-1D57-40F0-B333-5D2918943AB6,11/04/2017,69.4,19/04/2017
D5E541A3-B5A4-487F-B662-4F58984F17D3,12/04/2017,42.66,20/04/2017
380BB91E-5841-4735-81E7-B433ACBB30E6,17/04/2017,72.11,21/04/2017
8862BA99-18DC-489A-A3CF-F87CC46FD72B,18/04/2017,53,24/04/2017
39B90EC7-9F37-48A4-9DB9-812B1B30CA18,19/04/2017,69.05,25/04/2017
B2ED5B79-83C1-45DA-A2CA-AA1C182ADDEF,20/04/2017,51.34,26/04/2017
A8E6D5A8-55E2-4F23-B7B9-7161F51F56E3,21/04/2017,54.47,27/04/2017
192EE57F-B8F3-4E6A-B506-05ECDF002D58,24/04/2017,53.74,28/04/2017
10AD5864-B281-4AEB-97D1-6AC73E9BFD8C,25/04/2017,39.14,02/05/2017
C67AA501-EF5D-4364-B8BF-019AD78BA051,26/04/2017,45.55,03/05/2017
71440B65-DFE0-474C-85C8-957E8532EB57,27/04/2017,50.53,04/05/2017
BB9DA845-9A14-4E28-AF5F-E6A619875E78,28/04/2017,59.28,05/05/2017
FA278D7B-2311-4A1D-AD6D-32529673A883,02/05/2017,64.28,08/05/2017
92163F72-2D53-4FB7-9F35-69C73310B8CB,03/05/2017,49.88,09/05/2017
13ADE5D1-BE89-4837-BD72-A166B537B4E6,04/05/2017,42.64,11/05/2017
973AB9C7-DBD6-4EF3-830F-3606DA716D30,05/05/2017,43.89,12/05/2017
A028405E-892C-4F0B-AE36-D5F31F2DD0F2,08/05/2017,48.53,15/05/2017
0CE511E4-3C59-4B04-95BA-B7ECD46406CD,09/05/2017,45.84,16/05/2017
33648711-4E56-44EC-B56F-C6195AEDC7EA,11/05/2017,55.36,17/05/2017
A9EA590C-F453-4269-996B-867FF34DE50C,12/05/2017,48.23,18/05/2017
E42A57BF-6E06-4DBB-ABF4-BC104069BF12,15/05/2017,51.96,19/05/2017
91C48F1C-BF87-413B-828C-7AE35DC3AA6F,16/05/2017,65.3,22/05/2017
097CA5B7-E136-4E65-80AA-3EF1398E3164,17/05/2017,51.18,23/05/2017
A294AD43-ADD5-4227-B113-3F2B457F2B4F,18/05/2017,53.13,24/05/2017
590CD9D6-3296-4130-9C46-80BE56A26D6F,19/05/2017,56.73,25/05/2017
25083426-8A00-4DE6-B669-07D98B90BDBA,22/05/2017,58.22,26/05/2017
73140D4E-1383-466A-B57A-2C8A21DF1E27,23/05/2017,46.62,29/05/2017
29A620C7-502E-43CB-B2AB-5E3DABCD8939,24/05/2017,40.99,30/05/2017
6FEF1DCC-9433-4F28-86A6-22A01D22810A,25/05/2017,45.27,31/05/2017
767BF985-983C-4C6C-A9B5-D791A5604141,26/05/2017,52.18,01/06/2017
8E683008-A208-480E-845A-DFC69ED3B8D1,29/05/2017,64.23,02/06/2017
DFE2C322-0BBB-4C48-8CC4-2C6331C91794,30/05/2017,52.25,05/06/2017
A8451157-601C-4C6D-B57E-85344C0A2EF2,31/05/2017,43.09,06/06/2017
664624E7-EE35-44EA-BF4C-4B252AF2B49E,01/06/2017,59.66,07/06/2017
8D965560-5C4A-4A76-8255-F8171E0CB3B2,02/06/2017,50.14,08/06/2017
2793D9AC-5C42-4162-87B0-C499D6C9604E,05/06/2017,49.67,09/06/2017
38251BCD-CAF2-4A85-BD63-DD41EFC43F37,06/06/2017,57.64,12/06/2017
B6D6A578-F5BB-45E3-AB69-5CDC1B5A0B4D,07/06/2017,52.61,13/06/2017
F63C6B9C-D883-443C-B0A1-ABABBDC1C97E,08/06/2017,59.87,14/06/2017
4FC59DAC-DC93-4AC8-8714-DCF09543930D,09/06/2017,40.13,15/06/2017
F9A2AABF-DED6-495D-A0E4-66ABD06E5F6D,12/06/2017,59.45,16/06/2017
876DEA76-2DB0-4337-8153-AB54A2070728,13/06/2017,28.8,19/06/2017
04FB0C89-8868-4ED3-A62A-A576E7106752,14/06/2017,61.77,20/06/2017
2D1C35AE-CEC0-406A-88C0-BC43ECD64AE0,15/06/2017,31.44,21/06/2017
49BC5EA0-762C-4022-95EF-D665C120CA78,16/06/2017,50.26,22/06/2017
C92B373B-B2F1-46C1-AAE9-67A695D8A508,19/06/2017,59.77,23/06/2017
BE6D6758-A447-4C08-8EE7-AFD7C75F3D63,20/06/2017,52.4,26/06/2017
CA1AB6A9-6561-4A1C-A476-C36B19DE85BD,21/06/2017,38.82,27/06/2017
5C8E3999-E3BE-4118-8D7A-6585C3DFCA4C,22/06/2017,48.98,28/06/2017
EB1554A6-84E0-4D36-860B-97B4519A8B57,23/06/2017,28.28,29/06/2017
2B4F0A12-8EDE-46EA-B8DD-BC8C7D93A55D,26/06/2017,49.19,30/06/2017
17121921-5F8D-4C7E-B128-5A113BB72DCD,27/06/2017,59.17,03/07/2017
A8EC0DA2-A53A-4438-BF47-463051F72D89,28/06/2017,43.71,04/07/2017
7B4A9AF4-E493-45C4-A3CD-05D2091B385E,29/06/2017,36.03,05/07/2017
2C93564D-430E-422F-BD6B-5AEC09783EE4,30/06/2017,62.54,06/07/2017
6632469D-9D24-496D-930F-83BD0564A065,03/07/2017,58.06,07/07/2017
129B81F2-0CB9-4D45-A0EA-9C36FBCCDD94,04/07/2017,60.01,11/07/2017
6077A809-CAD0-4445-9857-D6B6B15BCE6F,05/07/2017,63.91,12/07/2017
F1C35E6C-EA99-4257-AC70-F08FB2795243,06/07/2017,48.1,13/07/2017
6886A054-A080-47B3-AADA-671B7851C514,07/07/2017,59.04,14/07/2017
444847C0-FCAC-4DE6-BCC9-933912098B8C,11/07/2017,65.5,17/07/2017
1CA9EDDC-677F-4D25-AE25-E31D9974C1A5,12/07/2017,45.9,18/07/2017
A8E141C7-5BD2-4672-8A62-4EBDD89D0BF8,13/07/2017,39.47,19/07/2017
C24DB528-055D-4674-96DC-8CB8499ADFA6,14/07/2017,51.58,20/07/2017
2C467A5E-D89A-4660-8659-04FE0E0FB40A,17/07/2017,57.93,21/07/2017
DFDA6519-483D-48CD-8A23-F1A366802F96,18/07/2017,51.31,24/07/2017
F4E94E28-413C-475D-9F72-33FB5200F6D2,19/07/2017,51.89,25/07/2017
3A2924D1-5AAA-4F28-820A-19D4D447CC58,20/07/2017,55.52,26/07/2017
EB4804E6-0779-443D-9075-2D14867857B8,21/07/2017,45.28,27/07/2017
483A399B-2301-491E-9A13-D6A028743EAC,24/07/2017,42.34,31/07/2017
8A8008E0-1C98-4433-A4C8-6644C3C330E8,25/07/2017,45.08,01/08/2017
B55F2C81-93EB-48CC-9FA3-BD102BDA6990,26/07/2017,52.18,02/08/2017
9BFAABEA-FDE6-48D6-8072-081C18C40CEA,27/07/2017,54.54,03/08/2017
86EED18D-01E6-41F4-BE0B-D50063436274,31/07/2017,53.29,04/08/2017
00E9A145-D357-4D62-8E86-FC178DF9BDF5,01/08/2017,50.24,07/08/2017
1FA71D39-A728-48A4-8BB8-8B911AABB8DD,02/08/2017,54.89,08/08/2017
51D6E50A-CA8F-4DBE-860D-FA29ABDA2C88,03/08/2017,61.69,09/08/2017
CF327959-0566-4A98-B30C-3979974CE6C8,04/08/2017,68.25,10/08/2017
CD7F14B2-13F5-478C-A9D3-4ECB04A63C19,07/08/2017,61.89,11/08/2017
DCFE85C1-132B-4A18-8CDB-137A029D7DA6,08/08/2017,54.41,15/08/2017
2C098791-46CE-470A-AB7D-ECA3224A373F,09/08/2017,48.16,16/08/2017
47483E92-0811-4AED-AB63-1D073F4D5E14,10/08/2017,54,17/08/2017
889B6CEF-F7B8-4A9B-A5FD-50B0A6342BD9,11/08/2017,48.45,18/08/2017
BE8D0CFD-8B09-4A36-9EF2-5FBC468F5655,15/08/2017,40.08,21/08/2017
5A8D8BD9-BA41-4181-88EB-4948B71CCC1A,16/08/2017,58.66,22/08/2017
ADE7C1A4-E13A-4A31-9BF6-BA62FBA5F34A,17/08/2017,54.14,23/08/2017
B2146F82-560A-466B-B116-1FF904C44170,18/08/2017,47.95,24/08/2017
0F8B5198-06B9-46D2-B5D7-0C35376DC85C,21/08/2017,41.18,25/08/2017
4C98F646-892E-4728-8D35-B761B7DFA15B,22/08/2017,46.18,28/08/2017
448D99E7-7F5F-42A0-89EA-FE5BB83D8392,23/08/2017,54.39,29/08/2017
6E68E60E-50E4-4289-A927-ACDBBBB2E2B9,24/08/2017,52.97,30/08/2017
0BEE65BE-E049-4D65-B9E0-69791C4BA27E,25/08/2017,68.78,31/08/2017
10EF21B0-BD47-46A2-AAF8-C85B476B73FF,28/08/2017,34.09,01/09/2017
C2F8DC74-B041-458B-A74E-AF8B2E3A6136,29/08/2017,64.5,04/09/2017
9D58B964-7EE2-4FF6-A0C9-3D2CED1BE249,30/08/2017,63.72,05/09/2017
FA992179-A447-46CF-B506-CC261386B4F0,31/08/2017,73.82,06/09/2017
135A004F-E86F-4151-A0DF-06ACF08EBEF8,01/09/2017,60.49,07/09/2017
2B1BB084-1190-449B-94A9-54FC5E92636E,04/09/2017,35.02,08/09/2017
7B1DC806-B450-41A8-9E31-1EFFED963E83,05/09/2017,59.51,11/09/2017
5A5EBBF5-9C2F-4DE3-9463-649FCB04A85D,06/09/2017,64.46,12/09/2017
C07D7140-BB0C-4C82-AFA5-12C735CAD6C3,07/09/2017,66.06,13/09/2017
477FF134-3D75-4B93-A325-7429CBECC496,08/09/2017,71.76,14/09/2017
BF501CD7-AC29-46A4-B305-CB1F4BBFEE33,11/09/2017,60.5,15/09/2017
A6F6B97E-3575-4F64-AB60-92716F929283,12/09/2017,61.51,18/09/2017
BB69AE21-1CBA-4F52-9F17-ED6348930A8C,13/09/2017,41.4,19/09/2017
2D99E33C-BFDF-4071-A750-73BD8827A38C,14/09/2017,50.25,20/09/2017
A643D896-F09D-48D1-AB90-153D37AF4570,15/09/2017,47.93,21/09/2017
16ACCAFF-A7C8-4602-9414-D21BB260129F,18/09/2017,41.99,22/09/2017
5DED391A-2BDD-4381-9BF5-E5EE67C171D2,19/09/2017,37.76,25/09/2017
57BB6A1E-D0F1-44A2-B8A1-D7393EBE8267,20/09/2017,42.46,26/09/2017
1C6DF1EF-FDEE-441F-A2E8-7118569072A3,21/09/2017,48.55,27/09/2017
C3AF509C-F43A-482B-BC48-E4C019AB0AD1,22/09/2017,49.94,28/09/2017
4F575AD9-5080-4FC2-B6F0-F33D208A07B5,25/09/2017,59.75,29/09/2017
88A8FCA9-B7D9-48F0-A8FF-11015DE46C86,26/09/2017,58.7,02/10/2017
155D60EF-E79C-4E03-B3EB-3B9D7FCB4A91,27/09/2017,51.38,03/10/2017
FFFC3339-B739-4EC8-9079-9F162356A94C,28/09/2017,64.16,04/10/2017
4E29E1F1-12B4-4CF8-B04E-EC444C603758,29/09/2017,37.19,05/10/2017
76F8B3AC-D6F7-4ACB-9F8D-BCCB6865DB0B,02/10/2017,80.8,06/10/2017
72B392BF-166F-4E3D-BCA5-910B4F7E93C7,03/10/2017,68.18,09/10/2017
FBBCCDB8-20A6-465A-99B3-9C979D419AC5,04/10/2017,77.12,10/10/2017
BCD24BAF-EA81-41EB-BDC7-7940DCDBCE67,05/10/2017,46.4,11/10/2017
ED4F3C7F-317F-47C4-B881-3D89F7BB72DE,06/10/2017,53.67,12/10/2017
E826A39A-B543-46BC-88AF-066818B72D17,09/10/2017,46.4,16/10/2017
7F0A82D7-50ED-41B1-BFCC-4A2D18015BBE,10/10/2017,43.8,17/10/2017
E9058D18-06F2-449F-BC31-0F53F04B99A8,11/10/2017,37.34,18/10/2017
AE313A3C-996D-4000-B14F-46CCED354CE4,12/10/2017,66.93,19/10/2017
D4CDD969-22E9-44F6-B19E-07C518FD108D,16/10/2017,44.74,20/10/2017
B583B9BF-0E14-4511-B3B1-983CCCE82162,17/10/2017,51.02,24/10/2017
25F10592-1B89-42A4-BECD-CC42088B2DF0,18/10/2017,58.19,25/10/2017
729087E1-740D-4E37-AE93-AACEBDDF7469,19/10/2017,34.89,27/10/2017
CDCF9339-B7C2-44F0-B4D1-718BA50ED87F,20/10/2017,42.36,30/10/2017
1D0B207E-E991-4A61-905E-D43BE472F63B,24/10/2017,54.37,31/10/2017
4FE52BAF-4275-402B-99A0-D63DDE4EF48B,25/10/2017,58.44,01/11/2017
734910EF-410E-4604-A898-983FA1831A6D,27/10/2017,58.82,02/11/2017
9C889DB8-B299-4576-812C-B6E49B51F9AB,30/10/2017,62.37,03/11/2017
B15065AD-7817-4F55-B6F3-EB27BD895AD8,31/10/2017,43.11,06/11/2017
09A5F108-A03C-4896-84EE-05A82139314E,01/11/2017,45.05,07/11/2017
16B484F2-533C-4F83-A3FB-AF7CF350CD38,02/11/2017,51.56,08/11/2017
78F11811-24C1-483E-BE59-1A5628FDFF9B,03/11/2017,53.89,09/11/2017
3CA6DDB6-624F-4797-84CE-FEA0025E4BDD,06/11/2017,49.76,10/11/2017
072BB326-6905-4FF5-A3FE-4F366CBE575B,07/11/2017,47.77,13/11/2017
2AFF131F-0254-4617-BA86-FBF9CF865DD2,08/11/2017,42.33,14/11/2017
DBD94970-C302-47E1-822E-694862409534,09/11/2017,53.27,15/11/2017
